framework,strategy,mode,property,mutation,trial,status,tests,discards,shrinking_passed,shrinking_failed,shrinking_discarded,exec_time_pre,gen_time,time_shrinking,time_pre_failure,pre_size,cex_size,gt_size,pre_ted_to_gt,ted_to_gt
Quick,Quick,none,InsertModel,insert_1,0,Failed,22,49,0,0,0,6.899982690811157e-05,0.0002440001117065549,0.0001900000497698784,0.00031299993861466646,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,1,Failed,2,13,0,0,0,2.9000104404985905e-05,0.00021799991372972727,0.0001959999790415168,0.0002470000181347132,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,2,Failed,18,41,0,0,0,6.999983452260494e-05,0.00021600013133138418,0.00019100005738437176,0.0002859999658539891,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,3,Failed,4,10,0,0,0,2.6999972760677338e-05,0.0002090000780299306,0.0002190000377595425,0.00023600005079060793,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,4,Failed,10,26,0,0,0,3.300001844763756e-05,0.00023100001271814108,0.00021299999207258224,0.00026400003116577864,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,5,Failed,7,18,0,0,0,3.4999800845980644e-05,0.0002030001487582922,0.00020700006280094385,0.00023799994960427284,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,6,Failed,10,40,0,0,0,6.200012285262346e-05,0.0002549998462200165,0.0002180000301450491,0.00031699996907263994,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,7,Failed,10,19,0,0,0,3.4000142477452755e-05,0.00023599981795996428,0.00019400008022785187,0.00026999996043741703,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,8,Failed,9,42,0,0,0,5.500006955116987e-05,0.00021599989850074053,0.00018099998123943808,0.0002709999680519104,13,13,13,4.0,4.0
Quick,Quick,none,InsertModel,insert_1,9,Failed,32,70,0,0,0,7.999991066753864e-05,0.00027000007685273886,0.00020000000949949023,0.0003499999875202775,13,13,13,4.0,4.0
Quick,QuickGbE,none,InsertModel,insert_1,0,Failed,2,0,0,0,0,2.1000043489038944e-05,0.0002119999844580889,0.00018699991051107645,0.00023300002794712785,13,13,13,2.0,2.0
Quick,QuickGbE,none,InsertModel,insert_1,1,Failed,2,0,0,0,0,2.5000073947012424e-05,0.00021700002253055573,0.0001959999790415168,0.00024200009647756815,21,21,13,11.0,11.0
Quick,QuickGbE,none,InsertModel,insert_1,2,Failed,2,0,0,0,0,2.200005110353231e-05,0.00019199994858354327,0.00018800003454089165,0.0002139999996870756,13,13,13,4.0,4.0
Quick,QuickGbE,none,InsertModel,insert_1,3,Failed,2,0,0,0,0,2.49999575316906e-05,0.0002000000094994903,0.00018100009765475988,0.00022499996703118089,21,21,13,11.0,11.0
Quick,QuickGbE,none,InsertModel,insert_1,4,Failed,1,0,0,0,0,2.1000043489038944e-05,0.00020699994638562202,0.0002139999996870756,0.00022799998987466097,13,13,13,1.0,1.0
Quick,QuickGbE,none,InsertModel,insert_1,5,Failed,1,0,0,0,0,2.1000043489038944e-05,0.0004900000058114529,0.002403999911621213,0.0005110000493004918,13,13,13,0.0,0.0
Quick,QuickGbE,none,InsertModel,insert_1,6,Failed,4,0,0,0,0,2.2999942302703857e-05,0.00021399999968707561,0.0002400000812485814,0.00023699994198977947,13,13,13,3.0,3.0
Quick,QuickGbE,none,InsertModel,insert_1,7,Failed,2,0,0,0,0,2.49999575316906e-05,0.00020400003995746371,0.00019399996381253004,0.0002289999974891543,21,21,13,12.0,12.0
Quick,QuickGbE,none,InsertModel,insert_1,8,Failed,3,0,0,0,0,2.9000104404985905e-05,0.0002479999093338847,0.00020599993877112863,0.0002770000137388706,21,21,13,12.0,12.0
Quick,QuickGbE,none,InsertModel,insert_1,9,Failed,2,0,0,0,0,2.0000035874545578e-05,0.00019799999427050352,0.00020899996161460876,0.0002180000301450491,13,13,13,4.0,4.0
Quick,Quick,none,DeleteInsert,insert_1,0,Failed,9301,24460,0,0,0,0.01990300079341978,0.019241999252699316,0.0002470000181347132,0.039145000046119094,14,14,14,5.0,5.0
Quick,Quick,none,DeleteInsert,insert_1,1,Failed,32890,86904,0,0,0,0.0669489938300103,0.06657000607810915,0.00027900002896785736,0.13351899990811944,14,14,14,5.0,5.0
Quick,Quick,none,DeleteInsert,insert_1,2,Failed,3297,8542,0,0,0,0.006514998502098024,0.007670001592487097,0.00024699990171939135,0.01418500009458512,14,14,14,5.0,5.0
